text,Ravi,Niranjana,Priya,
"Whatsapp to have annual awards function, award for Best Group and Group Admin up for grabs http://www. fakingnews.firstpost.com/2016/06/whatsa pp-to-have-annual-awards-function-award-for-best-group-and-group-admin-up-for-grabs/ …",,,,
Man excited about once again sleeping till late on Monday mornings after Game of Thrones season finale http://www. fakingnews.firstpost.com/2016/06/man-ex cited-about-once-again-sleeping-till-late-on-monday-mornings-after-game-of-thrones-season-finale/ …,,,,
"डेटा शेयरिंग को लेकर गुप्ता परिवार में कलह, छोटे बेटे को 50 MB ज़्यादा देने पर बड़े बेटे ने घर छोड़ा http:// my.fakingnews.firstpost.com/2016/06/27/feu d-in-gupta-family-over-data-sharing/ …",,,,
Fans reject Messi’s international retirement; demand a referendum on “Mexit” http://www. fakingnews.firstpost.com/2016/06/fans-r eject-messis-international-retirement-demand-a-referendum-on-mexit/ …,,,,
Anil Kumble to learn Punjabi abuses to have a better working relationship with Virat Kohli http://www. fakingnews.firstpost.com/2016/06/anil-k umble-to-learn-punjabi-abuses-to-have-a-better-working-relationship-with-virat-kohli/ … #Re,,,,
Girls’ toilet in Mechanical Engg dept converted to store room because of zero usage http://www. fakingnews.firstpost.com/2016/06/girls- toilet-in-mechanical-engg-dept-converted-to-store-room-because-of-zero-usage/ …,,,,
Bengaluru police fines house owner who did not have “No Parking” board at his entrance http://www. fakingnews.firstpost.com/2016/06/bengal uru-police-fines-house-owner-who-did-not-have-no-parking-board-at-his-entrance/ …,,,,
"वीकेंड पर सब्ज़ीवाले ने आलू-प्याज के रेट डबल किये, सोसायटी वालों ने धुलाई की http:// my.fakingnews.firstpost.com/2015/08/22/wee kend-par-sabjiwaale-ne-aaloo-pyaaj-ke-rate-double-kiye/ … from @MyFakingNews",,,,
"‘गुटखा-खैनी’ को लेकर यूपी और बिहार में झगड़ा, भोपाल करेगा फ़ैसला- कहां बनी थी सबसे पहली खैनी http:// my.fakingnews.firstpost.com/2015/09/23/gut hkha-khaini-ko-lekar-up-aur-bihar-mein-jhagda/ … from @MyFakingNews",,,,
Anil Kumble to learn Punjabi abuses to have a better working relationship with Virat Kohli http://www. fakingnews.firstpost.com/2016/06/anil-k umble-to-learn-punjabi-abuses-to-have-a-better-working-relationship-with-virat-kohli/ …,,,,
China agrees to India’s entry in NSG if India bans Gobhi Manchurian and Paneer Wonton http://www. fakingnews.firstpost.com/2016/06/china- agrees-to-indias-entry-in-nsg-if-india-bans-gobhi-manchurian-and-paneer-wonton/ …,,,,
Girls’ toilet in Mechanical Engg dept converted to store room because of zero usage http://www. fakingnews.firstpost.com/2016/06/girls- toilet-in-mechanical-engg-dept-converted-to-store-room-because-of-zero-usage/ … by @bija_hem,,,,
Bengaluru police fines house owner who did not have “No Parking” board at his entrance http://www. fakingnews.firstpost.com/2016/06/bengal uru-police-fines-house-owner-who-did-not-have-no-parking-board-at-his-entrance/ … by @Hello_Dasu,,,,
Popular personalities views on how the next RBI governor should be after Raghuram Rajan http://www. fakingnews.firstpost.com/2016/06/popula r-personalities-views-on-how-the-next-rbi-governor-should-be-after-raghuram-rajan/ … #re,,,,
Uber driver asks bride’s father to give him 5 stars as dowry http://www. fakingnews.firstpost.com/2016/06/uber-d river-asks-brides-father-to-give-him-5-stars-as-dowry/ … #re,,,,
Municipality assures residents that the new road will disappear after the first monsoon shower http://www. fakingnews.firstpost.com/2016/06/munici pality-assures-residents-that-the-new-road-will-disappear-after-the-first-monsoon-shower/ …,,,,
Mumbai Police books Salim Khan for encouraging child labour by sending his ‘child’ Salman to work http://www. fakingnews.firstpost.com/2016/06/mumbai -police-books-salim-khan-for-encouraging-child-labour-by-sending-his-child-salman-to-work/ … (by @Hello_Dasu ),,,,
NSG पर स्विट्ज़रलैंड की पलटी के बाद जेटली बोले- “अब तो हम वहां से ब्लैक मनी लाकर ही छोड़ेंगे” http:// my.fakingnews.firstpost.com/2016/06/24/jai tley-vows-we-will-bring-back-black-money-from-switzerland/ … (from @MyFakingNews ),,,,
"Upset with an episode that made fans happy, GoT fans demand deaths of their favourite characters next week http://www. fakingnews.firstpost.com/2016/06/upset- with-an-episode-that-made-fans-happy-got-fans-demand-deaths-of-their-favourite-characters-next-week/ …",,,,
Local boy takes referendum to decide upon whether to remain or leave a Whatsapp group http://www. fakingnews.firstpost.com/2016/06/local- boy-takes-referendum-to-decide-upon-whether-to-remain-or-leave-a-whatsapp-group/ …,,,,
Popular personalities views on how the next RBI governor should be after Raghuram Rajan http://www. fakingnews.firstpost.com/2016/06/popula r-personalities-views-on-how-the-next-rbi-governor-should-be-after-raghuram-rajan/ …,,,,
Uber driver asks bride’s father to give him 5 stars as dowry http://www. fakingnews.firstpost.com/2016/06/uber-d river-asks-brides-father-to-give-him-5-stars-as-dowry/ …,,,,
Friday Faking Release: Ungli (*ing Subramanian Swamy ) http://www. fakingnews.firstpost.com/2016/06/friday -faking-release-ungli-ing-subramanian-swamy/ … #Re pic.twitter.com/i9P2vZHtnk,,,,
Mumbai Police books Salim Khan for encouraging child labour by sending his ‘child’ Salman to work http://www. fakingnews.firstpost.com/2016/06/mumbai -police-books-salim-khan-for-encouraging-child-labour-by-sending-his-child-salman-to-work/ …,,,,
"Inspired by Brexit, Pakistan to vote on exiting South Asia to join Arabia http://www. fakingnews.firstpost.com/2016/06/inspir ed-by-brexit-pakistan-to-vote-on-exiting-south-asia-to-join-arabia/ … #Re",,,,
NSG पर स्विट्ज़रलैंड की पलटी के बाद जेटली बोले- “अब तो हम वहां से ब्लैक मनी लाकर ही छोड़ेंगे” http:// my.fakingnews.firstpost.com/2016/06/24/jai tley-vows-we-will-bring-back-black-money-from-switzerland/ … from @MyFakingNews,,,,
Friday Faking Release: Ungli (*ing Subramanian Swamy ) http://www. fakingnews.firstpost.com/2016/06/friday -faking-release-ungli-ing-subramanian-swamy/ …,,,,
‘Finding dory’ देखने के बाद अपनी मछलियों को समंदर में छोड़ रहे हैं लोग http:// my.fakingnews.firstpost.com/2016/06/24/aft er-watching-finding-dory-people-demand-to-evaquate-fish-aquariums/ … from @MyFakingNews,,,,
Mumbai Police books Salim Khan for encouraging child labour by sending his ‘child’ Salman to work http://www. fakingnews.firstpost.com/2016/06/mumbai -police-books-salim-khan-for-encouraging-child-labour-by-sending-his-child-salman-to-work/ … by @Hello_Dasu,,,,
ब्रिटेन के ईयू से बाहर होते ही बिहार के सुरसुरी गांव में जश्न का माहौल http:// my.fakingnews.firstpost.com/2016/06/24/a-b ihar-village-celeberating-over-britain-eu-exit/ …,,,,
"BREAKING: Inspired by Brexit, Pakistan to vote on exiting South Asia to join Arabia http://www. fakingnews.firstpost.com/2016/06/inspir ed-by-brexit-pakistan-to-vote-on-exiting-south-asia-to-join-arabia/ …",,,,
"Upset with an episode that made fans happy, GoT fans demand deaths of their favourite characters next week http://www. fakingnews.firstpost.com/2016/06/upset- with-an-episode-that-made-fans-happy-got-fans-demand-deaths-of-their-favourite-characters-next-week/ … #Re",,,,
"Inspired by shared auto drivers, ISRO launches 20 satellites with single rocket http://www. fakingnews.firstpost.com/2016/06/inspir ed-by-shared-auto-drivers-isro-launches-20-satellites-with-single-rocket/ … #re",,,,
Raghuram Rajan to remain RBI Governor by launching his own RBI – Rajan Bank of India http://www. fakingnews.firstpost.com/2016/06/raghur am-rajan-to-remain-rbi-governor-by-launching-his-own-rbi-rajan-bank-of-india/ … #Re,,,,
Revealed: How Mahesh Giri agreed to end his dharna in just 3 days http://www. fakingnews.firstpost.com/2016/06/reveal ed-how-mahesh-giri-agreed-to-end-his-dharna-in-just-3-days/ … #Re,,,,
"मैड्रिड में मिक्सी और कुकर बांटते पकड़े गये अनिल कपूर और सोनाक्षी, IIFA अवॉर्ड्स देखने के लिये दे रहे थे गिफ़्ट http:// my.fakingnews.firstpost.com/2016/06/23/iif a-awards-organizers-distributing-free-pressure-cooker-in-madrid/ …",,,,
"Inspired by shared auto drivers, ISRO launches 20 satellites with single rocket http://www. fakingnews.firstpost.com/2016/06/inspir ed-by-shared-auto-drivers-isro-launches-20-satellites-with-single-rocket/ …",,,,
"दसवीं के बाद बेटे को IIT कोचिंग के लिये कोटा नहीं भेजा, दोस्तों और रिश्तेदारों में हुई थू-थू http:// my.fakingnews.firstpost.com/2016/06/23/par ents-dont-force-child-ti-go-to-kota-relatives-furious/ … (from @MyFakingNews )",,,,
"Upset with an episode that made fans happy, GoT fans demand deaths of their favourite characters next week http://www. fakingnews.firstpost.com/2016/06/upset- with-an-episode-that-made-fans-happy-got-fans-demand-deaths-of-their-favourite-characters-next-week/ …",,,,
Revealed: How Mahesh Giri agreed to end his dharna in just 3 days http://www. fakingnews.firstpost.com/2016/06/reveal ed-how-mahesh-giri-agreed-to-end-his-dharna-in-just-3-days/ …,,,,
Raghuram Rajan to remain RBI Governor by launching his own RBI – Rajan Bank of India http://www. fakingnews.firstpost.com/2016/06/raghur am-rajan-to-remain-rbi-governor-by-launching-his-own-rbi-rajan-bank-of-india/ … by @ajayendar,,,,
Man drinking diet cold drink with burger and fries confused why he is still gaining weight http://www. fakingnews.firstpost.com/2016/06/man-dr inking-diet-cold-drink-with-burger-and-fries-confused-why-he-is-still-gaining-weight/ … #Re,,,,
Kejriwal offered lead role in Conjuring 3 after he repeatedly declared that Modi is scared of him http://www. fakingnews.firstpost.com/2016/06/kejriw al-offered-lead-role-in-conjuring-3-after-he-repeatedly-declared-that-modi-is-scared-of-him/ …,,,,
"Now Swamy asks for ACP Pradyuman’s exit, says crime rate still high despite his claims http://www. fakingnews.firstpost.com/2016/06/now-sw amy-asks-for-acp-pradyumans-exit-says-crime-rate-still-high-despite-his-claims/ … #Re",,,,
5 tips to Raghuram Rajan on how to survive his ‘Notice Period’ http:// my.fakingnews.firstpost.com/2016/06/22/5-t ips-to-raghuram-rajan-on-how-to-survive-his-notice-period/ … by @manithan34,,,,
Man drinking diet cold drink with burger and fries confused why he is still gaining weight http://www. fakingnews.firstpost.com/2016/06/man-dr inking-diet-cold-drink-with-burger-and-fries-confused-why-he-is-still-gaining-weight/ …,,,,
Kejriwal offered lead role in Conjuring 3 after he repeatedly declared that Modi is scared of him http://www. fakingnews.firstpost.com/2016/06/kejriw al-offered-lead-role-in-conjuring-3-after-he-repeatedly-declared-that-modi-is-scared-of-him/ … by @pagla_ghoda,,,,
"अमर सिंह ने शैंकी और चिंटी नाम के बच्चों का झगड़ा ‘सैटल’ कराया, बदले में उनकी पॉकेट मनी मारने का आरोप http:// my.fakingnews.firstpost.com/2016/06/22/ama r-singh-settle-down-fight-between-kids/ …",,,no,
"Now Swamy asks for ACP Pradyuman’s exit, says crime rate still high despite his claims http://www. fakingnews.firstpost.com/2016/06/now-sw amy-asks-for-acp-pradyumans-exit-says-crime-rate-still-high-despite-his-claims/ …",,,no,
"‘योगा डे’ के बाद भी योग करता दिखा युवक, भीड़ ने पुलिस के हवाले किया http:// my.fakingnews.firstpost.com/2015/06/24/yog a-day-ke-baad-bhi-yog-karata-yuvak-police-ke-hawale/ … from @MyFakingNews",,,no,
Golgappa stall owner dresses up as woman to avoid being called bhaiya by girls http://www. fakingnews.firstpost.com/2016/06/golgap pa-stall-owner-dresses-up-as-woman-to-avoid-being-called-bhaiya-by-girls/ … #re,,,no,
