Original Tweet,Text of tweet,Hashtags,Users tagged,length,Class
@SiriusXMFantasy @DrRoto @JaysonBraddock @ScoutFantasy We have no idea what we're doing!! #DailyArmory #Sarcasm https://t.co/I1bv9T2liz,We have no idea what we re doing,Sarcasm DailyArmory,ScoutFantasy DrRoto SiriusXMFantasy JaysonBraddock,135,NS
@rivalsmike Matthews has been awful also #sarcasm,Matthews has been awful also,sarcasm,rivalsmike,49,NS
@nbc hey it's me again and I'm wondering if you will get rid of collinsworth? He makes watching broncos games a real peach to watch #sarcasm,hey it s me again and I m wondering if you will get rid of collinsworth He makes watching broncos games a real peach to watch,sarcasm,nbc,140,NS
"Mayor Quimby making promises a promise he can't keep? If he continues, that gives politicians a bad name!! @TheSimpsons #sarcasm",Mayor Quimby making promises a promise he can t keep If he continues that gives politicians a bad name,sarcasm,TheSimpsons,128,NS
But having PCOS means I have more testosterone than most women so perhaps I'm at an advantage when it comes to garden maintenance #Sarcasm,But having PCOS means I have more testosterone than most women so perhaps I m at an advantage when it comes to garden maintenance,Sarcasm,,138,NS
@JessyNMiller @NASCAR Yep. And just awesome. #sarcasm,Yep And just awesome,sarcasm,NASCAR JessyNMiller,53,NS
"What's the most dilawan airport in the country? 
  
  #ObOs3N #Sarcasm",What s the most dilawan airport in the country,Sarcasm ObOs3N,,70,NS
@crowsmack @notaxation @Etsy Almost as good as the original cover. ;-) #sarcasm,Almost as good as the original cover,sarcasm,Etsy crowsmack notaxation,79,NS
"People with attitude can be so attractive sometimes.
  #Sarcasm 
  #OwnLife
  #Allah's servant",People with attitude can be so attractive sometimes s servant,Sarcasm Allah's OwnLife,,94,NS
Congrats to Kroenke! Couldn't happen to a nicer guy.#sarcasm #sarcastictweet #LGB https://t.co/zCayKFY6d6,Congrats to Kroenke Couldn t happen to a nicer guy,sarcastictweet LGB,,105,NS
"Thanks h00k that was well witty 
  
  #sarcasm",Thanks h00k that was well witty,sarcasm,,46,NS
"@The95408134 oh how so? Seems to me like I struck a nerve you do not like hearing
  
  #sorry #Sarcasm",oh how so Seems to me like I struck a nerve you do not like hearing,Sarcasm sorry,The95408134,102,NS
"Oh look at that vicious pit bull!!!!!
  #sarcasm 
  #precious https://t.co/TTnmqJNpH7",Oh look at that vicious pit bull,sarcasm precious,,85,NS
What? pendant necklace https://t.co/TyQnm7atMq #WitticismsRus #funnygift #sarcasm #Comic_quote https://t.co/ysrTD7GhxU,What pendant necklace quote,sarcasm funnygift Comic_quote WitticismsRus,,118,NS
Well he does have shares in the company #sarcasm https://t.co/6fvciNHjJI,Well he does have shares in the company,sarcasm,,72,NS
"Here's a word on ""Bad Moms"" ...;
  
  #funny #humor #mom #mother #child #sarcasm https://t.co/W9Vw9ebJUp",Here s a word on Bad Moms,funny humor sarcasm mother mom child,,104,NS
So I am hearing Victor Ortiz is replacing James Comey as FBI Director. #TKO #sarcasm,So I am hearing Victor Ortiz is replacing James Comey as FBI Director,TKO sarcasm,,84,NS
Oh and look at the beauty queens in the background. #Sarcasm https://t.co/4g3rcK4hQs,Oh and look at the beauty queens in the background,Sarcasm,,84,NS
@rebeccabw @Stevenwhirsch99 It's a shame machine learning wasnt invented when it took them 1.5 years the first go around #sarcasm,It s a shame machine learning wasnt invented when it took them 1 5 years the first go around,sarcasm,Stevenwhirsch99 rebeccabw,129,NS
"With this @Chargers win, I'm 100% confident #PropC with get 97% of the vote on Tuesday!!#Sarcasm #vote #liveinthecountry",With this win I m 100 confident with get 97 of the vote on Tuesday,vote liveinthecountry PropC,Chargers,120,NS
"@FullFrontalSamB We need to hurry this thing along, crooked Hillary could croak at any minute. #sarcasm #ImWithHer https://t.co/MZgTTQlAqk",We need to hurry this thing along crooked Hillary could croak at any minute,sarcasm ImWithHer,FullFrontalSamB,138,NS
Hey great game @packers and way to bring the energy. #sarcasm,Hey great game and way to bring the energy,sarcasm,packers,61,NS
"Microsoft protecting us from the bad things out there Ã°Å¸â€˜ÂÃ°Å¸ÂÂ»Ã°Å¸ËœÂÃ°Å¸â€˜ÂÃ°Å¸ÂÂ»#goodjob #ifeelsafe
  
  .
  .
  .
  #sarcasm https://t.co/jrgm6aFshg",Microsoft protecting us from the bad things out there Ã°Å¸â€˜ÂÃ°Å¸ÂÂ»Ã°Å¸ËœÂÃ°Å¸â€˜ÂÃ°Å¸ÂÂ»#goodjob,sarcasm ifeelsafe,,165,NS
"Was a good game to steal, now we play Aaron Rodgers next week. Good look to our dbs #sarcasm bout to get embarrassed again",Was a good game to steal now we play Aaron Rodgers next week Good look to our dbs bout to get embarrassed again,sarcasm,,122,NS
@madalenaSLC #sarcasm also - there's existing data that clearly shows when citizens can defend themselves it saves lives,also there s existing data that clearly shows when citizens can defend themselves it saves lives,sarcasm,madalenaSLC,120,NS
@JCT3onD but but Hall....:#sarcasm,but but Hall,,JCT3onD,34,NS
We get a power play! Say it ain't so #Sarcasm,We get a power play Say it ain t so,Sarcasm,,45,NS
"@WFerrin #Sarcasm &gt;Come on now, doesnt everyone cook w/ blood, urine &amp; semen? @BrittPettibone @chucktodd @stefcutter @mitchellreports @MTV",gt Come on now doesnt everyone cook w blood urine amp semen,Sarcasm,WFerrin MTV chucktodd mitchellreports stefcutter BrittPettibone,145,NS
@KState @kstateUPC @kstate_union I'm sure that'll be a peaceful affair. #Sarcasm,union I m sure that ll be a peaceful affair,Sarcasm,KState kstateUPC kstate_union,80,NS
"Yeah, Aaron Rodgers looks terrible. #sarcasm",Yeah Aaron Rodgers looks terrible,sarcasm,,44,NS
@ArrickUpton @AaronRodgers12 guy is awful. Let's bench him. Ã°Å¸ÂÂ¼#sarcasm,guy is awful Let s bench him Ã°Å¸ÂÂ¼#sarcasm,,AaronRodgers12 ArrickUpton,76,NS
Thanks @EASPORTSFIFA @DoonansNDragons for this amazing premium jumbo pack. #sarcasm https://t.co/S1ZDKQJ8KF,Thanks for this amazing premium jumbo pack,sarcasm,DoonansNDragons EASPORTSFIFA,107,NS
"RT @houseofgordondd: I was on the fence, but now since Jay Z, LeBron, BeyoncÃƒÂ©, and Katy Perry told me who to vote for, I'm good. #sarcasm",RT I was on the fence but now since Jay Z LeBron BeyoncÃƒÂ© and Katy Perry told me who to vote for I m good,sarcasm,houseofgordondd:,140,NS
Phillip rivers got such a tough break with Melvin Gordon. This guys YAC is terrible #sarcasm,Phillip rivers got such a tough break with Melvin Gordon This guys YAC is terrible,sarcasm,,92,NS
"@SpeakerRyan, this article definitely supports your claim that our military is decrepit #Sarcasm #SeeYouTuesday
  https://t.co/g1gDpUdF3Y",this article definitely supports your claim that our military is decrepit,Sarcasm SeeYouTuesday,"SpeakerRyan,",137,NS
@CChristineFair don't be 2 harsh. Anything &lt,don t be 2 harsh Anything lt,,CChristineFair,46,NS
"@ceagles59 It's called #sarcasm
  
  #dictionary",It s called,sarcasm dictionary,ceagles59,47,NS
@philwalter1058 @esimmers gurlz have Cooties. Well known fact. #sarcasm,gurlz have Cooties Well known fact,sarcasm,philwalter1058 esimmers,71,NS
So did I miss anything? #Sarcasm,So did I miss anything,Sarcasm,,32,NS
First it was intolerance and now inconvenience. Darinda hai yeh #PMModi #sarcasm #SurgicalStrikeonBlackMoney #byebyeblackmoney.,First it was intolerance and now inconvenience Darinda hai yeh,sarcasm PMModi SurgicalStrikeonBlackMoney byebyeblackmoney.,,127,NS
It's best to stay busy. Too much self-reflection/introspection/contemplation and you'll realize how vulnerable you are. #sarcasm,It s best to stay busy Too much self reflection introspection contemplation and you ll realize how vulnerable you are,sarcasm,,128,NS
"@Sweetenlife You are a special exception, grandfathered in. #Sarcasm is a spiritual gift.",You are a special exception grandfathered in is a spiritual gift,Sarcasm,Sweetenlife,89,NS
"United States. 
  Not so much
  #opinion #sarcasm #trump",United States Not so much,opinion trump sarcasm,,54,NS
"@JulientP19 nice Freudian slip up, don't worry, we all know you're extremely derisive for being an #ENTP like Trump. ï¿½ï¿½ #sarcasm",nice Freudian slip up don t worry we all know you re extremely derisive for being an like Trump ï¿½ï¿½,ENTP sarcasm,JulientP19,132,NS
open your eyes to #sarcasm to learn to open your blinds to other viewpoints.,open your eyes to to learn to open your blinds to other viewpoints,sarcasm,,76,NS
"@startelegram yeah, that was why she lost. #sarcasm",yeah that was why she lost,sarcasm,startelegram,51,NS
@GodfreyElfwick The bias of media reporting about digustingly left wing Hillary is shocking! How could they report? Close ur eyes! #sarcasm,The bias of media reporting about digustingly left wing Hillary is shocking How could they report Close ur eyes,sarcasm,GodfreyElfwick,139,NS
#Sarcasm I have lots of black money...bcoz whatever money i have is in my dreams :P,I have lots of black money bcoz whatever money i have is in my dreams P,Sarcasm,,83,NS
@ArvindKejriwal Congrats @ArvindKejriwal u became 1000% politician..... where u said u will never b one.... #Sarcasm,Congrats u became 1000 politician where u said u will never b one,Sarcasm,ArvindKejriwal,116,NS
"@WeAreBLUENITED I support MTSU, but I guess calling people out for also liking UT is the best way to improve MTSUs fan turnout. #sarcasm",I support MTSU but I guess calling people out for also liking UT is the best way to improve MTSUs fan turnout,sarcasm,WeAreBLUENITED,136,NS
Nice to see the #liberal #left supporters taking the election results graciously w/ peace &amp,Nice to see the supporters taking the election results graciously w peace amp,liberal left,,94,NS
@sexyscorpsexy11 that would be a tragedy #sarcasm,that would be a tragedy,sarcasm,sexyscorpsexy11,49,NS
@brsmith909 yes that's exactly what happened #sarcasm,yes that s exactly what happened,sarcasm,brsmith909,53,NS
People stand in queues to get #jio free internet but not ready to stand to help our Country. #Sarcasm #WeIndian,People stand in queues to get free internet but not ready to stand to help our Country,jio WeIndian Sarcasm,,111,NS
"@diyavardhan @ArvindKejriwal ma'am Kejriwal Ji ne odd-even laya. High levels of pollution is deliberately done by BJP, believe me #sarcasm",ma am Kejriwal Ji ne odd even laya High levels of pollution is deliberately done by BJP believe me,sarcasm,diyavardhan ArvindKejriwal,138,NS
@itvnews that's alright they can stay #jogon #sarcasm #AsYouWere,that s alright they can stay,sarcasm jogon AsYouWere,itvnews,64,NS
#sarcasm is what keeps up a live,is what keeps up a live,sarcasm,,32,NS
@gareth_dons @ScooterMcNeice Surely Cameron gets suspended too... I mean... he orchestrated every thing... right? #sarcasm,dons Surely Cameron gets suspended too I mean he orchestrated every thing right,sarcasm,gareth_dons ScooterMcNeice,122,NS
"@jazzmatazz23 @Joydas ""....have to *make a show of* standing in long queues..."" #Sarcasm #Perceptions",have to make a show of standing in long queues,Sarcasm Perceptions,Joydas jazzmatazz23,101,NS
@GR33NIE #Sarcasm. Iâ€™m pretty good at running first think on nothing in morning but usually pigged out evening before. Any benefits?,Iâ€™m pretty good at running first think on nothing in morning but usually pigged out evening before Any benefits,Sarcasm.,GR33NIE,134,NS
"Speaking of age #roadto50 is on -1. Exciting, huh? #sarcasm",Speaking of age is on 1 Exciting huh,sarcasm roadto50,,59,NS
"@stephbreakfast @7WonderUK @DarrenCoates @bexstewart1 A cloudless blue sky,sunshine,factor 30...just like the North Yorks Moors eh?!#Sarcasm",A cloudless blue sky sunshine factor 30 just like the North Yorks Moors eh,,DarrenCoates bexstewart1 stephbreakfast 7WonderUK,140,NS
"I love finding money in my clothes especially in this ban situation, its like gift from me to me!!
  #sarcasm 
  #CashCleanUp #currencyban",I love finding money in my clothes especially in this ban situation its like gift from me to me,sarcasm currencyban CashCleanUp,,136,NS
"I'm already scared enough to even show cleavage, a lil more insecurity couldn't hurt #sarcasm",I m already scared enough to even show cleavage a lil more insecurity couldn t hurt,sarcasm,,93,NS
@DrKumarVishwas @ANI_news nothing wrong in what he said...#sarcasm?,news nothing wrong in what he said,,ANI_news DrKumarVishwas,67,NS
"Was that the real #DaveChappelle or his body double?
  
  #Sarcasm",Was that the real or his body double,Sarcasm DaveChappelle,,64,NS
"@RitaPanahi @EndlessEcho121
  
  Yes, Yes intolerant Democracy must die â–¶ï¸ long live Progressive Authoritarianism 
  
  #Sarcasm",Yes Yes intolerant Democracy must die â–¶ï¸ long live Progressive Authoritarianism,Sarcasm,EndlessEcho121 RitaPanahi,128,NS
"@01elibo @omarbula @VP @WhiteHouse
  George Soros would never try to disrupt a stable government. 
  #sarcasm",George Soros would never try to disrupt a stable government,sarcasm,VP 01elibo WhiteHouse omarbula,107,NS
That didn't take long at all.... #sarcasm #ufc,That didn t take long at all,sarcasm ufc,,46,NS
@JitteryJordan @Hill4America Give hicks a chance! Make America White Again! #Sarcasm,Give hicks a chance Make America White Again,Sarcasm,JitteryJordan Hill4America,84,NS
Couldn't we find an older person for the Governor of Sindh job? The current one seems too young. #sarcasm,Couldn t we find an older person for the Governor of Sindh job The current one seems too young,sarcasm,,105,NS
"@AnkitLal you are anti-national. 
  #sarcasm",you are anti national,sarcasm,AnkitLal,43,NS
@AnahaqImtruth Are you sure he was not a murtad or some yahoodi or crazy individual? A Muslim will never do such a thing #sarcasm,Are you sure he was not a murtad or some yahoodi or crazy individual A Muslim will never do such a thing,sarcasm,AnahaqImtruth,129,NS
@jadaily Forgot the #sarcasm. I've blasted committee for A&amp,Forgot the I ve blasted committee for A amp,sarcasm.,jadaily,62,NS
@GarthReasby Ha! You're a very funny fellow. #sarcasm,Ha You re a very funny fellow,sarcasm,GarthReasby,53,NS
@supermom_brandi @images_by_g @supacop2 @BB1fanTambra @realDonaldTrump congratulations your are the smartest dude I ever met. #sarcasm,brandi by g congratulations your are the smartest dude I ever met,sarcasm,supacop2 supermom_brandi images_by_g realDonaldTrump BB1fanTambra,134,NS
"@tarekfatah They were our people, what is bad if we raped them? Why you r jealous. #Sarcasm #Nationalism #islamicbrotherhood #EastPakistan",They were our people what is bad if we raped them Why you r jealous,Sarcasm EastPakistan islamicbrotherhood Nationalism,tarekfatah,138,NS
@Sh3_Wo1f at least the Redskins will be good ï¿½ï¿½ #sarcasm,Wo1f at least the Redskins will be good ï¿½ï¿½,sarcasm,Sh3_Wo1f,60,NS
"If #NYR don't score a 5th goal, no this game was worth watching. #sarcasm #EVERYwinAgoodWIN",If don t score a 5th goal no this game was worth watching,NYR sarcasm EVERYwinAgoodWIN,,91,NS
@RuckCohlchez @T_FisherKing GOP suppress t/Black vote? #sarcasm I find it *puzzling* unemployment is only an issue when it's white.,FisherKing GOP suppress t Black vote I find it puzzling unemployment is only an issue when it s white,sarcasm,T_FisherKing RuckCohlchez,131,NS
"@SARugbyUnion , guys are playing like champs #sarcasm #palookas",guys are playing like champs,palookas sarcasm,SARugbyUnion,63,NS
Great idea: argue about whether it's baaag or bahhgg in Applebee's for 86 years. I promise it doesn't get annoying at all! #sarcasm,Great idea argue about whether it s baaag or bahhgg in Applebee s for 86 years I promise it doesn t get annoying at all,sarcasm,,131,NS
"Great, now my feed is full of tweets about the Huskies loss to USC and Donald Trump. #sarcasm",Great now my feed is full of tweets about the Huskies loss to USC and Donald Trump,sarcasm,,93,NS
@WRAL thanks for censoring SNL guys. Lots of fun missing all of the punchlines. #sarcasm,thanks for censoring SNL guys Lots of fun missing all of the punchlines,sarcasm,WRAL,88,NS
"@Boogie2988 Health insurance is only for the most perfect of health, to keep the premiums down. Duh Boogie. #sarcasm",Health insurance is only for the most perfect of health to keep the premiums down Duh Boogie,sarcasm,Boogie2988,116,NS
@Brnin33 oh well okay then. We're still good. That'll be easy considering our road success this year. #sarcasm,oh well okay then We re still good That ll be easy considering our road success this year,sarcasm,Brnin33,110,NS
If we don't go to a 32 team playoff by next year it'll be a catastrophe! Iowa deserves to get in! #sarcasm,If we don t go to a 32 team playoff by next year it ll be a catastrophe Iowa deserves to get in,sarcasm,,106,NS
